9.05	0.898183	179.109	102.923	15500	8000	1.43287e+06	1.5953e+06
9.15	1.01127	206.142	105.21	15500	8000	1.64913e+06	1.63075e+06
9.25	1.1322	235.864	107.522	15500	8000	1.88691e+06	1.66659e+06
9.35	1.21555	258.734	109.859	15500	8000	2.06987e+06	1.70282e+06
9.45	1.2827	278.898	112.222	15500	8000	2.23118e+06	1.73944e+06
9.55	1.34712	299.136	114.609	15500	8000	2.39309e+06	1.77645e+06
9.65	1.31753	298.724	117.022	15500	8000	2.38979e+06	1.81384e+06
9.75	1.33281	308.484	119.46	15500	8000	2.46787e+06	1.85163e+06
9.85	1.30579	308.461	121.923	15500	8000	2.46769e+06	1.88981e+06
9.95	1.23256	297.104	124.411	15500	8000	2.37684e+06	1.92837e+06
