0.042625	0
0.127875	0
0.213125	0
0.298375	0
0.383625	0
0.468875	0
0.554125	0
0.639375	0
0.724625	0
0.809875	0
0.895125	0
0.980375	0
1.06563	0
1.15088	0
1.23613	0
1.32138	0
1.40663	0
1.49188	0
1.57713	0
1.66238	0
1.74763	0
1.83288	0
1.91813	0
2.00338	0
2.08862	0
2.17388	0
2.25913	0
2.34438	0
2.42963	0
2.51487	0
2.60013	0
2.68538	0
2.77063	0
2.85588	0
2.94113	0
3.02638	0
3.11163	0
3.19688	0
3.28213	0.000599332
3.36738	0.0230978
3.45263	0.383504
3.53788	1.92327
3.62313	4.66736
3.70838	7.23089
3.79363	7.72543
3.87888	6.19958
3.96413	4.41984
4.04938	2.88023
4.13463	1.71156
4.21988	1.06212
4.30513	0.654598
4.39038	0.40463
4.47562	0.250738
4.56088	0.187808
4.64613	0.161752
4.73138	0.183422
4.81663	0.192414
4.90188	0.271535
4.98713	0.342344
5.07238	0.513194
5.15763	0.714844
5.24288	0.82072
5.32812	0.944774
5.41338	1.02008
5.49863	0.983178
5.58388	0.887979
5.66913	0.78003
5.75438	0.640541
5.83963	0.513387
5.92488	0.467104
6.01013	0.499593
6.09538	0.652045
6.18063	0.858486
6.26588	1.0626
6.35113	1.41192
6.43638	1.8187
6.52163	2.15058
6.60688	2.34243
6.69213	2.25976
6.77738	2.00111
6.86263	1.6979
6.94788	1.49188
7.03313	1.37832
7.11838	1.45501
7.20363	1.64479
7.28888	1.70875
7.37413	1.68938
7.45938	1.52675
7.54463	1.34613
7.62988	1.18476
7.71513	0.973094
7.80038	0.764849
7.88563	0.58724
7.97088	0.487224
8.05612	0.423107
8.14138	0.407099
8.22663	0.457013
8.31188	0.507189
8.39713	0.612219
8.48238	0.690135
