0.042625	5216.98
0.127875	5216.98
0.213125	5216.98
0.298375	5216.98
0.383625	5216.98
0.468875	5216.98
0.554125	5216.98
0.639375	5216.98
0.724625	5216.98
0.809875	5216.98
0.895125	5216.98
0.980375	5216.98
1.06563	5216.98
1.15088	5216.98
1.23613	5216.98
1.32138	5216.98
1.40663	5216.98
1.49188	5216.98
1.57713	5216.98
1.66238	5216.98
1.74763	5216.98
1.83288	5216.98
1.91813	5216.98
2.00338	5216.98
2.08862	5216.98
2.17388	5216.98
2.25913	5216.98
2.34438	5216.98
2.42963	5216.98
2.51487	5216.98
2.60013	5216.98
2.68538	5216.98
2.77063	5216.98
2.85588	5216.98
2.94113	5216.98
3.02638	5216.98
3.11163	5216.98
3.19688	5216.98
3.28213	5216.98
3.36738	5216.98
3.45263	3439.13
3.53788	1617.55
3.62313	899.517
3.70838	172.791
3.79363	-88.3457
3.87888	-462.65
3.96413	-461.49
4.04938	-451.444
4.13463	-481.463
4.21988	-370.036
4.30513	-355.377
4.39038	-328.553
4.47562	-289.473
4.56088	-168.188
4.64613	98.3462
4.73138	-166.087
4.81663	-100.273
4.90188	14.4187
4.98713	-222.982
5.07238	283.621
5.15763	40.1725
5.24288	-143.66
5.32812	179.226
5.41338	137.732
5.49863	17.9948
5.58388	120.042
5.66913	266.256
5.75438	-48.4152
5.83963	100.2
5.92488	-73.7257
6.01013	50.459
6.09538	56.347
6.18063	-94.3635
6.26588	-2.5706
6.35113	24.6643
6.43638	51.741
6.52163	18.1041
6.60688	78.8453
6.69213	-39.0841
6.77738	-6.38668
6.86263	22.1361
6.94788	-59.8476
7.03313	-160.31
7.11838	7.07325
7.20363	-2.23741
7.28888	-16.835
7.37413	-54.8291
7.45938	-8.43228
7.54463	-20.0117
7.62988	48.6643
7.71513	-41.4723
7.80038	-3.41064
7.88563	13.3232
7.97088	8.25898
8.05612	-93.336
8.14138	-13.291
8.22663	-53.141
8.31188	-87.5223
8.39713	79.8772
8.48238	-206.605
